Source,Target,Weight
0,69632,1
0,106497,1
0,2,1
0,4,1
0,6,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,14,1
0,2064,1
0,2066,1
0,20,1
0,22,1
0,24,1
0,11268,1
0,26,1
0,27,1
0,28,1
0,30,1
0,32,1
0,33,1
0,34,1
0,36,1
0,4138,1
0,44,1
0,108589,1
0,46,1
0,47,1
0,50,1
0,96307,1
0,52,1
0,54,1
0,56,1
0,156340,1
0,58,1
0,59,1
0,60,1
0,62,1
0,4160,1
0,66,1
0,68,1
0,12982,1
0,70,1
0,72,1
0,73,1
0,74,1
0,76,1
0,93538,1
0,18510,1
0,79,1
0,80,1
0,81,1
0,82,1
0,84,1
0,85,1
0,86,1
0,88,1
0,90,1
0,92,1
0,93,1
0,94,1
0,96,1
0,16,1
0,98,1
0,10342,1
0,39016,1
0,23228,1
0,18,1
0,71791,1
0,45172,1
0,18549,1
0,4216,1
0,2174,1
0,28804,1
0,17772,1
0,8330,1
0,4236,1
0,21186,1
0,4240,1
0,22552,1
0,67730,1
0,16538,1
0,69788,1
0,182974,1
0,156016,1
0,39078,1
0,49320,1
0,165916,1
0,12460,1
0,194736,1
0,14516,1
0,4282,1
0,2235,1
0,8383,1
0,98336,1
0,39108,1
0,47304,1
0,180426,1
0,203,1
0,69836,1
0,133328,1
0,214,1
0,4312,1
0,77860,1
0,100730,1
0,69854,1
0,49376,1
0,51427,1
0,4326,1
0,45291,1
0,80108,1
0,129262,1
0,4336,1
0,43251,1
0,43253,1
0,248,1
0,92410,1
0,43259,1
0,4348,1
0,254,1
0,116992,1
0,71382,1
0,157740,1
0,108930,1
0,22798,1
0,273,1
0,162074,1
0,2332,1
0,28958,1
0,47394,1
0,21764,1
0,88359,1
0,63784,1
0,53548,1
0,110214,1
0,39218,1
0,90420,1
0,26934,1
0,37176,1
0,74041,1
0,174394,1
0,8508,1
0,318,1
0,2375,1
0,184654,1
0,340,1
0,4442,1
0,80224,1
0,354,1
0,106854,1
0,71740,1
0,26986,1
0,6512,1
0,45430,1
0,6522,1
0,18816,1
0,64,1
0,10626,1
0,45445,1
0,18822,1
0,41354,1
0,197004,1
0,151950,1
0,102808,1
0,131476,1
0,41368,1
0,90180,1
0,104863,1
0,6560,1
0,420,1
0,4166,1
0,18857,1
0,103496,1
0,436,1
0,26014,1
0,14778,1
0,68028,1
0,22976,1
0,6598,1
0,63564,1
0,51660,1
0,4558,1
0,16847,1
0,178642,1
0,78,1
0,61910,1
0,472,1
0,18908,1
0,482,1
0,25064,1
0,164332,1
0,69644,1
0,498,1
0,49652,1
0,174584,1
0,61524,1
0,4604,1
0,174590,1
0,188928,1
0,39426,1
0,8278,1
0,41478,1
0,6664,1
0,109066,1
0,64014,1
0,59924,1
0,14870,1
0,68124,1
0,6234,1
0,76324,1
0,16934,1
0,33324,1
0,12846,1
0,43570,1
0,133683,1
0,566,1
0,113210,1
0,47677,1
0,57928,1
0,18530,1
0,1464,1
0,115284,1
0,112398,1
0,191066,1
0,8796,1
0,116754,1
0,43110,1
0,8806,1
0,106306,1
0,119228,1
0,121453,1
0,105070,1
0,51830,1
0,131708,1
0,8836,1
0,2698,1
0,112066,1
0,31378,1
0,150164,1
0,31382,1
0,191128,1
0,2716,1
0,4766,1
0,13424,1
0,25250,1
0,12964,1
0,2726,1
0,111272,1
0,152234,1
0,4781,1
0,94894,1
0,35508,1
0,49950,1
0,10934,1
0,60087,1
0,58042,1
0,49852,1
0,43710,1
0,6850,1
0,146116,1
0,26688,1
0,193228,1
0,29390,1
0,722,1
0,17870,1
0,726,1
0,732,1
0,4840,1
0,109291,1
0,758,1
0,39678,1
0,27392,1
0,33538,1
0,8662,1
0,17160,1
0,779,1
0,8972,1
0,72466,1
0,2836,1
0,27422,1
0,62242,1
0,41764,1
0,57516,1
0,822,1
0,88890,1
0,56124,1
0,11069,1
0,45886,1
0,9014,1
0,17224,1
0,118924,1
0,66378,1
0,117218,1
0,60244,1
0,69656,1
0,7002,1
0,62300,1
0,101216,1
0,4964,1
0,64358,1
0,105276,1
0,173996,1
0,154478,1
0,124392,1
0,166774,1
0,130204,1
0,66428,1
0,54141,1
0,92192,1
0,11282,1
0,74630,1
0,2954,1
0,24386,1
0,19342,1
0,31633,1
0,62354,1
0,72596,1
0,35736,1
0,136094,1
0,12988,1
0,934,1
0,2204,1
0,23468,1
0,150446,1
0,41912,1
0,100852,1
0,86972,1
0,60350,1
0,11204,1
0,123850,1
0,974,1
0,17360,1
0,185298,1
0,134100,1
0,15317,1
0,982,1
0,3032,1
0,37852,1
0,31711,1
0,181216,1
0,993,1
0,56290,1
0,15332,1
0,127484,1
0,9194,1
0,3052,1
0,31730,1
0,168952,1
0,23380,1
0,25604,1
0,29526,1
0,17414,1
0,14508,1
0,33806,1
0,103440,1
0,33810,1
0,9240,1
0,99356,1
0,17440,1
0,39970,1
0,150202,1
0,54312,1
0,18952,1
0,171062,1
0,15420,1
0,11332,1
0,11336,1
0,136269,1
0,1106,1
0,42068,1
0,15445,1
0,85078,1
0,60504,1
0,9060,1
0,3174,1
0,1127,1
0,13416,1
0,42094,1
0,40048,1
0,76914,1
0,167028,1
0,171126,1
0,64020,1
0,180074,1
0,152703,1
0,21636,1
0,534,1
0,7310,1
0,13460,1
0,64708,1
0,117916,1
0,199838,1
0,52386,1
0,138403,1
0,87206,1
0,60584,1
0,6684,1
0,128172,1
0,120690,1
0,188616,1
0,3252,1
0,37002,1
0,152766,1
0,40128,1
0,146976,1
0,60610,1
0,17604,1
0,33990,1
0,165068,1
0,5324,1
0,9424,1
0,120696,1
0,85206,1
0,58584,1
0,79396,1
0,160992,1
0,120042,1
0,191724,1
0,42536,1
0,1266,1
0,17652,1
0,23798,1
0,38136,1
0,1278,1
0,5375,1
0,126208,1
0,9473,1
0,1284,1
0,520,1
0,3336,1
0,126508,1
0,54538,1
0,9484,1
0,73944,1
0,62738,1
0,32024,1
0,15648,1
0,30732,1
0,81200,1
0,13617,1
0,38202,1
0,121056,1
0,68150,1
0,89416,1
0,40268,1
0,66896,1
0,196152,1
0,23890,1
0,42324,1
0,36194,1
0,39142,1
0,185702,1
0,183656,1
0,50538,1
0,21868,1
0,60788,1
0,39828,1
0,1412,1
0,89480,1
0,107914,1
0,130451,1
0,93588,1
0,48536,1
0,7579,1
0,66974,1
0,3493,1
0,30670,1
0,3506,1
0,69044,1
0,185782,1
0,26040,1
0,77250,1
0,100024,1
0,48590,1
0,140536,1
0,151459,1
0,169442,1
0,88998,1
0,189926,1
0,19944,1
0,19950,1
0,7668,1
0,33022,1
0,46584,1
0,28160,1
0,17924,1
0,22022,1
0,9736,1
0,29612,1
0,106006,1
0,26136,1
0,27908,1
0,87578,1
0,97882,1
0,134688,1
0,79394,1
0,1572,1
0,167174,1
0,5670,1
0,5672,1
0,1578,1
0,100300,1
0,17968,1
0,124466,1
0,1590,1
0,3640,1
0,151100,1
0,7744,1
0,1604,1
0,3654,1
0,36424,1
0,3658,1
0,37133,1
0,15952,1
0,44630,1
0,63064,1
0,73316,1
0,44634,1
0,93788,1
0,3682,1
0,26212,1
0,152608,1
0,104462,1
0,158994,1
0,532,1
0,1648,1
0,28274,1
0,138174,1
0,77434,1
0,149118,1
0,9862,1
0,20108,1
0,140943,1
0,3728,1
0,3734,1
0,71620,1
0,16028,1
0,134814,1
0,99952,1
0,26274,1
0,34470,1
0,159400,1
0,3754,1
0,75436,1
0,118448,1
0,16050,1
0,159412,1
0,44728,1
0,32441,1
0,91836,1
0,1726,1
0,22212,1
0,12236,1
0,9930,1
0,130768,1
0,118734,1
0,54998,1
0,40664,1
0,3809,1
0,63204,1
0,153894,1
0,71398,1
0,83692,1
0,5870,1
0,16114,1
0,4052,1
0,9978,1
0,179964,1
0,36606,1
0,132053,1
0,175879,1
0,143116,1
0,9998,1
0,39896,1
0,100118,1
0,38680,1
0,62084,1
0,36486,1
0,25564,1
0,53040,1
0,28470,1
0,162644,1
0,10044,1
0,3906,1
0,83780,1
0,8502,1
0,46922,1
0,190434,1
0,151375,1
0,14160,1
0,96081,1
0,108378,1
0,103738,1
0,104289,1
0,43708,1
0,157546,1
0,46956,1
0,33426,1
0,28528,1
0,1906,1
0,61302,1
0,1912,1
0,44922,1
0,7364,1
0,61310,1
0,86034,1
0,178050,1
0,22409,1
0,16276,1
0,114582,1
0,3996,1
0,3397,1
0,28579,1
0,8106,1
0,104364,1
0,24494,1
0,1968,1
0,36788,1
0,161438,1
0,30648,1
0,18362,1
0,157631,1
0,186306,1
0,6084,1
0,18378,1
0,30668,1
0,14286,1
0,145364,1
0,8155,1
0,178262,1
0,2018,1
0,42980,1
0,6120,1
0,3410,1
0,137896,1
0,124918,1
0,2042,1
1,2,1
1,5,1
1,7,1
1,9,1
1,2058,1
1,12,1
1,13,1
1,14,1
1,15,1
1,17,1
1,19,1
1,20,1
1,23,1
1,27311,1
1,29,1
1,33,1
1,34,1
1,35,1
1,39,1
1,41,1
1,43,1
1,44,1
1,45,1
1,46,1
1,47,1
1,9617,1
1,49,1
1,104498,1
1,22583,1
1,57,1
1,86075,1
1,63,1
1,65,1
1,110659,1
1,70,1
1,20833,1
1,92233,1
1,2123,1
1,76,1
1,77,1
1,34829,1
1,80,1
1,81,1
1,83,1
1,85,1
1,89,1
1,90,1
1,91,1
1,93,1
1,96,1
1,97,1
1,99,1
1,34917,1
1,149609,1
1,36975,1
1,166009,1
1,10365,1
1,127,1
1,112769,1
1,16515,1
1,53381,1
1,12425,1
1,176151,1
1,100495,1
1,104592,1
1,149,1
1,8343,1
1,153,1
1,137371,1
1,197295,1
1,147617,1
1,10402,1
1,173425,1
1,169,1
1,175,1
1,115401,1
1,84153,1
1,135357,1
1,8383,1
1,40993,1
1,75977,1
1,112843,1
1,2253,1
1,102613,1
1,139479,1
1,51417,1
1,22747,1
1,84195,1
1,35077,1
1,271,1
1,9603,1
1,196887,1
1,172315,1
1,82207,1
1,14629,1
1,12599,1
1,27701,1
1,59719,1
1,8247,1
1,333,1
1,61775,1
1,90453,1
1,51545,1
1,72026,1
1,20879,1
1,6493,1
1,29023,1
1,51553,1
1,4453,1
1,6503,1
1,74095,1
1,4465,1
1,10615,1
1,16773,1
1,84363,1
1,35215,1
1,8595,1
1,2467,1
1,4583,1
1,33195,1
1,27077,1
1,6599,1
1,188495,1
1,164322,1
1,2811,1
1,13393,1
1,2539,1
1,85329,1
1,495,1
1,141809,1
1,156147,1
1,183721,1
1,513,1
1,182795,1
1,98845,1
1,4641,1
1,39469,1
1,16949,1
1,72257,1
1,3851,1
1,8781,1
1,3853,1
1,105047,1
1,94817,1
1,135783,1
1,2665,1
1,33403,1
1,19070,1
1,2699,1
1,37517,1
1,17517,1
1,64145,1
1,70303,1
1,21153,1
1,6821,1
1,6823,1
1,681,1
1,70317,1
1,29359,1
1,25265,1
1,148153,1
1,703,1
1,705,1
1,33481,1
1,23243,1
1,1485,1
1,2851,1
1,4829,1
1,19173,1
1,66283,1
1,80621,1
1,125,1
1,166643,1
1,119545,1
1,68347,1
1,8963,1
1,101139,1
1,92953,1
1,8987,1
1,17180,1
1,29469,1
1,90245,1
1,19235,1
1,119591,1
1,66347,1
1,27443,1
1,825,1
1,97091,1
1,129865,1
1,13141,1
1,146263,1
1,47961,1
1,41823,1
1,35687,1
1,9065,1
1,2923,1
1,107375,1
1,21361,1
1,121723,1
1,2945,1
1,33677,1
1,191377,1
1,97171,1
1,189337,1
1,925,1
1,19359,1
1,11171,1
1,2987,1
1,17341,1
1,62401,1
1,86981,1
1,160713,1
1,130001,1
1,119765,1
1,101335,1
1,5089,1
1,5101,1
1,7163,1
1,1021,1
1,11269,1
1,29703,1
1,9389,1
1,5141,1
1,95264,1
1,162853,1
1,25643,1
1,1069,1
1,9269,1
1,74749,1
1,7235,1
1,46149,1
1,5201,1
1,8377,1
1,20291,1
1,109668,1
1,11367,1
1,58477,1
1,1144,1
1,113787,1
1,29826,1
1,3265,1
1,136341,1
1,111773,1
1,97441,1
1,33955,1
1,881,1
1,115885,1
1,168477,1
1,11441,1
1,15539,1
1,40121,1
1,27841,1
1,1218,1
1,66755,1
1,27849,1
1,31957,1
1,68827,1
1,120029,1
1,167137,1
1,169189,1
1,3310,1
1,52469,1
1,1279,1
1,91393,1
1,145623,1
1,1297,1
1,144659,1
1,1305,1
1,34075,1
1,19741,1
1,93474,1
1,134437,1
1,3371,1
1,32044,1
1,74241,1
1,56631,1
1,3386,1
1,27965,1
1,42303,1
1,44361,1
1,3403,1
1,1933,1
1,38225,1
1,44371,1
1,134491,1
1,3434,1
1,36209,1
1,46455,1
1,13695,1
1,32131,1
1,45633,1
1,3467,1
1,1425,1
1,160323,1
1,62869,1
1,5529,1
1,152533,1
1,71071,1
1,118179,1
1,69031,1
1,134569,1
1,62893,1
1,50611,1
1,99769,1
1,90015,1
1,21949,1
1,9666,1
1,165315,1
1,107977,1
1,50637,1
1,91603,1
1,121165,1
1,24033,1
1,158673,1
1,179683,1
1,7661,1
1,15862,1
1,1527,1
1,48641,1
1,36365,1
1,171221,1
1,1557,1
1,5659,1
1,13857,1
1,1578,1
1,13868,1
1,81455,1
1,11829,1
1,28214,1
1,15933,1
1,13891,1
1,54859,1
1,73293,1
1,1615,1
1,192089,1
1,188687,1
1,172647,1
1,22127,1
1,15987,1
1,134777,1
1,177771,1
1,18059,1
1,1687,1
1,163487,1
1,3745,1
1,107601,1
1,13939,1
1,5813,1
1,104121,1
1,3783,1
1,34507,1
1,69324,1
1,11983,1
1,138972,1
1,5859,1
1,145127,1
1,59117,1
1,30453,1
1,194295,1
1,43643,1
1,29653,1
1,1793,1
1,3843,1
1,26379,1
1,7949,1
1,12047,1
1,53019,1
1,65308,1
1,16157,1
1,12063,1
1,18209,1
1,98085,1
1,7977,1
1,38699,1
1,34607,1
1,153399,1
1,16185,1
1,124731,1
1,51011,1
1,191799,1
1,175957,1
1,71517,1
1,67,1
1,163703,1
1,3961,1
1,175999,1
1,14209,1
1,124567,1
1,14221,1
1,40847,1
1,14235,1
1,135069,1
1,6047,1
1,77735,1
1,114605,1
1,1979,1
1,133053,1
1,26563,1
1,135117,1
1,118735,1
1,203,1
1,53217,1
1,122069,1
1,47079,1
1,8169,1
1,2027,1
1,4079,1
1,8191,1
2,101120,1
2,514,1
2,159235,1
2,4,1
2,517,1
2,6,1
2,7176,1
2,2220,1
2,48650,1
2,2,1
2,14,1
2,193710,1
2,167440,1
2,20,1
2,24238,1
2,22,1
2,12312,1
2,25,1
2,26,1
2,28,1
2,37372,1
2,32,1
2,33,1
2,34,1
2,36,1
2,11782,1
2,42,1
2,6699,1
2,2604,1
2,46,1
2,178350,1
2,47664,1
2,146184,1
2,50,1
2,181794,1
2,52,1
2,54,1
2,65592,1
2,58,1
2,166706,1
2,60,1
2,62730,1
2,62,1
2,28610,1
2,65,1
2,186436,1
2,4166,1
2,72,1
2,56394,1
2,65100,1
2,354,1
2,196686,1
2,79,1
2,10832,1
2,81592,1
2,8786,1
2,146460,1
2,84,1
2,86,1
2,43108,1
2,90,1
2,92,1
2,96,1
2,5904,1
2,29282,1
2,7267,1
2,8292,1
2,56418,1
2,13928,1
2,162748,1
2,60010,1
2,4716,1
2,58642,1
2,701,1
2,628,1
2,88182,1
2,4730,1
2,12924,1
2,130154,1
2,4224,1
2,8322,1
2,6788,1
2,81430,1
2,64134,1
2,168618,1
2,14472,1
2,112748,1
2,8330,1
2,9666,1
2,65166,1
2,63938,1
2,24,1
2,69486,1
2,17046,1
2,12952,1
2,1988,1
2,51868,1
2,33949,1
2,25252,1
2,21160,1
2,41500,1
2,4266,1
2,15532,1
2,129816,1
2,167194,1
2,113334,1
2,10936,1
2,128116,1
2,59066,1
2,61386,1
2,4286,1
2,1056,1
2,706,1
2,53932,1
2,39108,1
2,108918,1
2,88746,1
2,44112,1
2,106530,1
2,20176,1
2,1746,1
2,2260,1
2,160028,1
2,68312,1
2,4316,1
2,61562,1
2,2274,1
2,57060,1
2,86650,1
2,51942,1
2,142400,1
2,13408,1
2,63210,1
2,30674,1
2,6894,1
2,121072,1
2,193030,1
2,105714,1
2,69876,1
2,173813,1
2,15608,1
2,99540,1
2,35066,1
2,38654,1
2,9984,1
2,114202,1
2,21764,1
2,18184,1
2,44,1
2,6922,1
2,1804,1
2,1808,1
2,3858,1
2,7444,1
2,17454,1
2,41752,1
2,115332,1
2,21786,1
2,50460,1
2,45922,1
2,143834,1
2,9776,1
2,89378,1
2,143140,1
2,37158,1
2,48433,1
2,101164,1
2,153138,1
2,4910,1
2,35464,1
2,17202,1
2,12596,1
2,124894,1
2,143672,1
2,23866,1
2,64046,1
2,156298,1
2,9656,1
2,121156,1
2,35382,1
2,21832,1
2,46410,1
2,128332,1
2,9613,1
2,31568,1
2,56,1
2,178820,1
2,31330,1
2,52566,1
2,2392,1
2,61924,1
2,153946,1
2,15710,1
2,10082,1
2,78180,1
2,197990,1
2,80,1
2,78396,1
2,62828,1
2,9582,1
2,196354,1
2,197352,1
2,115006,1
2,1910,1
2,4329,1
2,162682,1
2,140822,1
2,13182,1
2,100928,1
2,161666,1
2,282,1
2,161284,1
2,41862,1
2,3463,1
2,168840,1
2,10,1
2,5002,1
2,34701,1
2,143246,1
2,50576,1
2,2962,1
2,45250,1
2,3990,1
2,184132,1
2,33690,1
2,80284,1
2,59290,1
2,84896,1
2,21412,1
2,70,1
2,39266,1
2,43946,1
2,85932,1
2,4526,1
2,169906,1
2,181538,1
2,22212,1
2,440,1
2,196452,1
2,54204,1
2,187978,1
2,7618,1
2,5059,1
2,27076,1
2,968,1
2,18378,1
2,5584,1
2,51448,1
2,2002,1
2,145020,1
2,191444,1
2,80345,1
2,22490,1
2,3550,1
2,145888,1
2,6736,1
2,117892,1
2,1508,1
2,131446,1
2,179882,1
2,59368,1
2,7657,1
2,35306,1
2,82,1
2,168,1
2,7154,1
2,108532,1
2,99829,1
2,2550,1
2,51191,1
2,11768,1
2,114260,1
2,53806,1
2,95740,1
2,36266,1
2,64922,1
3,1,1
3,36867,1
3,4,1
3,5,1
3,4103,1
3,9,1
3,11,1
3,13,1
3,14,1
3,34831,1
3,17,1
3,18,1
3,69635,1
3,21,1
3,23,1
3,25,1
3,27,1
3,28,1
3,29,1
3,61471,1
3,33,1
3,39,1
3,14377,1
3,43,1
3,51,1
3,55,1
3,57,1
3,63,1
3,65,1
3,67,1
3,30789,1
3,71,1
3,73,1
3,75,1
3,77,1
3,79,1
3,83,1
3,85,1
3,87,1
3,89,1
3,91,1
3,93,1
3,96,1
3,99,1
3,151653,1
3,2155,1
3,112659,1
3,172149,1
3,16505,1
3,18556,1
3,127,1
3,127121,1
3,49299,1
3,112791,1
3,96409,1
3,26781,1
3,8219,1
3,169,1
3,112813,1
3,20661,1
3,185,1
3,159775,1
3,8385,1
3,37061,1
3,203,1
3,825,1
3,221,1
3,35043,1
3,6865,1
3,199207,1
3,120871,1
3,174333,1
3,16639,1
3,119511,1
3,28945,1
3,6429,1
3,172319,1
3,4385,1
3,290,1
3,121127,1
3,123179,1
3,8499,1
3,8501,1
3,310,1
3,151867,1
3,20875,1
3,33107,1
3,8534,1
3,26967,1
3,43353,1
3,8543,1
3,354,1
3,6501,1
3,13031,1
3,30441,1
3,110971,1
3,121225,1
3,113035,1
3,182671,1
3,127379,1
3,2453,1
3,22939,1
3,4509,1
3,6565,1
3,37289,1
3,6573,1
3,197039,1
3,154035,1
3,156086,1
3,2487,1
3,102843,1
3,8267,1
3,2503,1
3,10701,1
3,78286,1
3,108621,1
3,170453,1
3,3,1
3,10723,1
3,77759,1
3,27111,1
3,125423,1
3,12787,1
3,8692,1
3,191919,1
3,76279,1
3,86521,1
3,10747,1
3,513,1
3,2563,1
3,4615,1
3,197139,1
3,39451,1
3,72221,1
3,135719,1
3,35373,1
3,184413,1
3,435,1
3,169737,1
3,17503,1
3,10815,1
3,70223,1
3,160339,1
3,74329,1
3,11023,1
3,156255,1
3,123489,1
3,151619,1
3,80483,1
3,109157,1
3,94823,1
3,62056,1
3,2665,1
3,66159,1
3,51825,1
3,4727,1
3,115327,1
3,29315,1
3,23175,1
3,74861,1
3,19097,1
3,2715,1
3,19101,1
3,17069,1
3,8881,1
3,88757,1
3,82616,1
3,86725,1
3,187079,1
3,29385,1
3,56011,1
3,41681,1
3,2773,1
3,23255,1
3,6882,1
3,15075,1
3,21223,1
3,162535,1
3,90871,1
3,70395,1
3,21245,1
3,15109,1
3,137999,1
3,21265,1
3,158485,1
3,56091,1
3,80675,1
3,117543,1
3,127799,1
3,164665,1
3,1503,1
3,92989,1
3,9037,1
3,62287,1
3,150329,1
3,857,1
3,95067,1
3,119953,1
3,19601,1
3,45931,1
3,72561,1
3,47993,1
3,2945,1
3,46471,1
3,9101,1
3,19125,1
3,117657,1
3,37789,1
3,189345,1
3,931,1
3,157,1
3,158645,1
3,5057,1
3,62409,1
3,50125,1
3,64465,1
3,101539,1
3,20985,1
3,52185,1
3,7135,1
3,7139,1
3,1001,1
3,50159,1
3,29687,1
3,99323,1
3,175103,1
3,25089,1
3,19465,1
3,10071,1
3,46095,1
3,5137,1
3,29531,1
3,74792,1
3,60457,1
3,95275,1
3,150573,1
3,56366,1
3,42035,1
3,1076,1
3,89145,1
3,15451,1
3,5215,1
3,35687,1
3,3181,1
3,56439,1
3,99451,1
3,154754,1
3,4471,1
3,7301,1
3,23690,1
3,91281,1
3,83101,1
3,27807,1
3,189601,1
3,18971,1
3,33975,1
3,33977,1
3,17605,1
3,113871,1
3,87257,1
3,5327,1
3,89639,1
3,87281,1
3,21755,1
3,50429,1
3,13567,1
3,1281,1
3,72969,1
3,7447,1
3,13593,1
3,181531,1
3,197851,1
3,146757,1
3,126279,1
3,48457,1
3,11595,1
3,74637,1
3,1363,1
3,105827,1
3,197989,1
3,68967,1
3,32999,1
3,3437,1
3,5493,1
3,13686,1
3,1401,1
3,12731,1
3,46467,1
3,58945,1
3,19855,1
3,55423,1
3,38319,1
3,58811,1
3,103871,1
3,5577,1
3,79309,1
3,62929,1
3,99805,1
3,44511,1
3,173307,1
3,19942,1
3,26103,1
3,107527,1
3,114171,1
3,87549,1
3,7697,1
3,3611,1
3,54817,1
3,138791,1
3,1577,1
3,1579,1
3,71216,1
3,58935,1
3,132021,1
3,15937,1
3,81475,1
3,142925,1
3,18003,1
3,3671,1
3,140907,1
3,40563,1
3,65143,1
3,79483,1
3,7809,1
3,99971,1
3,50823,1
3,91792,1
3,188059,1
3,59041,1
3,3755,1
3,1717,1
3,113271,1
3,89811,1
3,7897,1
3,194757,1
3,5755,1
3,59113,1
3,57067,1
3,3820,1
3,3823,1
3,3824,1
3,26357,1
3,14073,1
3,299,1
3,65289,1
3,31703,1
3,12047,1
3,141073,1
3,86737,1
3,38693,1
3,3879,1
3,147247,1
3,34609,1
3,5939,1
3,194359,1
3,190269,1
3,38731,1
3,188237,1
3,153423,1
3,1873,1
3,63315,1
3,120663,1
3,24415,1
3,79717,1
3,20327,1
3,46952,1
3,3949,1
3,63345,1
3,16253,1
3,161663,1
3,16261,1
3,196487,1
3,49506,1
3,128911,1
3,14234,1
3,6043,1
3,73631,1
3,161699,1
3,10153,1
3,180141,1
3,182191,1
3,169911,1
3,92095,1
3,122001,1
3,36843,1
3,108543,1
3,83965,1
3,43007,1
4,0,1
4,513,1
4,514,1
4,183736,1
4,61444,1
4,11782,1
4,8,1
4,79020,1
4,111626,1
4,12,1
4,11778,1
4,14,1
4,45656,1
4,18,1
4,6830,1
4,22,1
4,24,1
4,20484,1
4,3098,1
4,28,1
4,127322,1
4,30,1
4,23072,1
4,194224,1
4,34,1
4,37,1
4,24102,1
4,146506,1
4,40,1
4,42,1
4,47336,1
4,44,1
4,69298,1
4,3718,1
4,73736,1
4,113202,1
4,52,1
4,54,1
4,15310,1
4,56,1
4,137652,1
4,58,1
4,183566,1
4,6716,1
4,66,1
4,68,1
4,70,1
4,72,1
4,18700,1
4,12874,1
4,55394,1
4,33871,1
4,80,1
4,58736,1
4,20562,1
4,148166,1
4,65108,1
4,85,1
4,86,1
4,87,1
4,88,1
4,154724,1
4,90,1
4,4189,1
4,94,1
4,96613,1
4,109798,1
4,54882,1
4,99,1
4,19556,1
4,22118,1
4,81000,1
4,159530,1
4,22866,1
4,165910,1
4,22638,1
4,9840,1
4,31336,1
4,6770,1
4,170102,1
4,140408,1
4,71444,1
4,137742,1
4,38,1
4,46716,1
4,1149,1
4,4,1
4,3711,1
4,42118,1
4,174272,1
4,74882,1
4,114308,1
4,65814,1
4,4230,1
4,84103,1
4,167724,1
4,48778,1
4,123722,1
4,184685,1
4,78616,1
4,46738,1
4,70804,1
4,4718,1
4,2712,1
4,33433,1
4,13466,1
4,104092,1
4,26,1
4,1694,1
4,8864,1
4,46192,1
4,674,1
4,171580,1
4,69830,1
4,62118,1
4,12967,1
4,136361,1
4,186538,1
4,32428,1
4,36014,1
4,19288,1
4,142002,1
4,5302,1
4,133192,1
4,7354,1
4,44220,1
4,140490,1
4,2240,1
4,29889,1
4,27330,1
4,3270,1
4,77730,1
4,3274,1
4,34082,1
4,77518,1
4,4557,1
4,188112,1
4,60792,1
4,86226,1
4,18644,1
4,21966,1
4,133846,1
4,109786,1
4,9948,1
4,61050,1
4,39646,1
4,736,1
4,21218,1
4,9640,1
4,2277,1
4,2278,1
4,12702,1
4,62696,1
4,236,1
4,8942,1
4,122608,1
4,69876,1
4,5368,1
4,140330,1
4,167940,1
4,2306,1
4,110092,1
4,62216,1
4,48172,1
4,184074,1
4,1292,1
4,102530,1
4,80142,1
4,132909,1
4,19217,1
4,42772,1
4,10030,1
4,17174,1
4,33442,1
4,75544,1
4,173850,1
4,25562,1
4,25886,1
4,3360,1
4,96560,1
4,20258,1
4,7814,1
4,3882,1
4,45355,1
4,3372,1
4,28652,1
4,3374,1
4,29658,1
4,48350,1
4,5430,1
4,87352,1
4,1076,1
4,9018,1
4,133742,1
4,96575,1
4,150240,1
4,48898,1
4,1860,1
4,38454,1
4,70540,1
4,53066,1
4,32588,1
4,29154,1
4,34638,1
4,10064,1
4,98104,1
4,850,1
4,5460,1
4,2392,1
4,2532,1
4,18266,1
4,31580,1
4,97338,1
4,147296,1
4,18662,1
4,60,1
4,16430,1
4,119660,1
4,83090,1
4,168816,1
4,124273,1
4,34676,1
4,10518,1
4,67958,1
4,53623,1
4,25976,1
4,19721,1
4,98174,1
4,129806,1
4,16642,1
4,2438,1
4,61832,1
4,17388,1
4,17454,1
4,32082,1
4,7234,1
4,183664,1
4,158892,1
4,29076,1
4,100078,1
4,166806,1
4,4676,1
4,11676,1
4,195226,1
4,31878,1
4,20386,1
4,9286,1
4,934,1
4,119970,1
4,3496,1
4,2986,1
4,62892,1
4,111025,1
4,3032,1
4,670,1
4,6070,1
4,169634,1
4,93112,1
4,20468,1
4,198744,1
4,99772,1
4,10314,1
4,116562,1
4,134592,1
4,53408,1
4,68546,1
4,197322,1
4,131916,1
4,1362,1
4,4258,1
4,974,1
4,464,1
4,175984,1
4,2514,1
4,17364,1
4,19416,1
4,6106,1
4,107168,1
4,60892,1
4,9836,1
4,6626,1
4,127459,1
4,6628,1
4,11174,1
4,65512,1
4,7148,1
4,24914,1
4,179694,1
4,45992,1
4,498,1
4,161964,1
4,5620,1
4,3412,1
4,101370,1
4,4604,1
4,4094,1
4,12287,1
5,3,1
5,135607,1
5,7,1
5,8,1
5,9,1
5,88143,1
5,11,1
5,19531,1
5,74255,1
5,17,1
5,19,1
5,20,1
5,21,1
5,23,1
5,25,1
5,22554,1
5,16923,1
5,28,1
5,34333,1
5,31,1
5,161707,1
5,545,1
5,44579,1
5,153731,1
5,37,1
5,39,1
5,41,1
5,43,1
