Source,Target,Weight
0,0,1
0,1,1
0,2,1
0,4,1
0,6,1
0,8,1
0,10,1
0,12,1
0,14,1
0,15,1
0,16,1
0,18,1
0,19,1
0,20,1
0,22,1
0,24,1
0,88089,1
0,26,1
0,28,1
0,30,1
0,32,1
0,36,1
0,37,1
0,38,1
0,40,1
0,8540,1
0,42,1
0,41004,1
0,45,1
0,43054,1
0,47,1
0,48,1
0,176136,1
0,50,1
0,52,1
0,56,1
0,58,1
0,60,1
0,62,1
0,64,1
0,65,1
0,68,1
0,70,1
0,72,1
0,73,1
0,74,1
0,147532,1
0,78,1
0,28752,1
0,82,1
0,82004,1
0,86,1
0,88,1
0,89,1
0,90,1
0,4188,1
0,12381,1
0,94,1
0,12383,1
0,96,1
0,79888,1
0,98,1
0,4197,1
0,30822,1
0,49256,1
0,41066,1
0,96364,1
0,2164,1
0,702,1
0,129142,1
0,2168,1
0,122,1
0,16507,1
0,2172,1
0,118910,1
0,36994,1
0,32902,1
0,106634,1
0,140,1
0,10384,1
0,175472,1
0,153746,1
0,112788,1
0,153750,1
0,149659,1
0,131228,1
0,142704,1
0,47266,1
0,53958,1
0,166,1
0,116764,1
0,143530,1
0,1394,1
0,174,1
0,94383,1
0,4272,1
0,151730,1
0,4126,1
0,53430,1
0,125112,1
0,141502,1
0,159776,1
0,118979,1
0,18628,1
0,153797,1
0,22726,1
0,200,1
0,1740,1
0,121036,1
0,4302,1
0,184696,1
0,41176,1
0,3826,1
0,226,1
0,16612,1
0,28710,1
0,73962,1
0,22764,1
0,163538,1
0,82160,1
0,166130,1
0,250,1
0,116988,1
0,110846,1
0,86271,1
0,139524,1
0,2310,1
0,6408,1
0,44,1
0,105712,1
0,270,1
0,119057,1
0,18706,1
0,46,1
0,49432,1
0,8922,1
0,170272,1
0,153892,1
0,129318,1
0,86318,1
0,39222,1
0,112957,1
0,6462,1
0,8518,1
0,53575,1
0,41290,1
0,153314,1
0,168275,1
0,6484,1
0,147798,1
0,348,1
0,352,1
0,29039,1
