Source,Target,Weight
0,0,1
0,2,1
0,4,1
0,4101,1
0,6,1
0,8,1
0,1708,1
0,10,1
0,12,1
0,122616,1
0,14,1
0,18447,1
0,16,1
0,40280,1
0,18,1
0,19,1
0,108564,1
0,104110,1
0,22,1
0,24,1
0,165892,1
0,26,1
0,145624,1
0,28,1
0,30,1
0,31,1
0,32,1
0,34,1
0,35,1
0,36,1
0,37,1
0,38,1
0,39,1
0,40,1
0,41,1
0,42,1
0,43,1
0,44,1
0,45,1
0,46,1
0,47,1
0,48,1
0,49,1
0,50,1
0,52,1
0,12341,1
0,54,1
0,55,1
0,23120,1
0,2106,1
0,60,1
0,6154,1
0,62,1
0,36062,1
0,64,1
0,99680,1
0,66,1
0,68,1
0,69,1
0,70,1
0,71,1
0,72,1
0,178188,1
0,24650,1
0,76,1
0,77,1
0,78,1
0,80,1
0,170065,1
0,82,1
0,84,1
0,28757,1
0,87,1
0,88,1
0,89,1
0,90,1
0,92,1
0,196701,1
0,8286,1
0,14431,1
0,96,1
0,97,1
0,98,1
0,67244,1
0,192724,1
0,121190,1
0,30822,1
0,8296,1
0,21180,1
0,18448,1
0,71795,1
0,2165,1
0,94326,1
0,4116,1
0,124,1
0,126,1
0,69764,1
0,198678,1
0,8326,1
0,30855,1
0,49288,1
0,138,1
0,125069,1
0,185328,1
0,40240,1
0,22674,1
0,2196,1
0,64878,1
0,4246,1
0,708,1
0,4250,1
0,67742,1
0,10400,1
0,9584,1
0,129186,1
0,164,1
0,175132,1
0,37034,1
0,24751,1
0,116912,1
0,184498,1
0,180,1
0,90142,1
0,187606,1
0,53436,1
0,33482,1
0,14528,1
0,34848,1
0,99926,1
0,119158,1
0,32966,1
0,43210,1
0,6348,1
0,12494,1
0,195660,1
0,2258,1
0,36899,1
0,131284,1
0,4311,1
0,216,1
0,69850,1
0,104668,1
0,30942,1
0,28896,1
0,92890,1
0,16618,1
0,30958,1
0,30960,1
0,241,1
0,6386,1
0,244,1
0,110837,1
0,135414,1
0,6185,1
0,116984,1
0,127225,1
0,10490,1
0,4348,1
0,258,1
0,25650,1
0,92420,1
0,45317,1
0,14598,1
0,26888,1
0,66604,1
0,3710,1
0,39180,1
0,166158,1
0,74000,1
0,93778,1
0,61718,1
0,170263,1
0,43288,1
0,12335,1
0,59676,1
0,65242,1
0,49442,1
0,26916,1
0,24870,1
0,43674,1
0,300,1
0,140902,1
0,135471,1
0,28976,1
0,16690,1
0,45364,1
0,185054,1
0,100662,1
0,12490,1
0,45108,1
0,45370,1
0,316,1
0,2101,1
0,31041,1
0,20802,1
0,72004,1
0,5330,1
0,19852,1
0,8522,1
0,49484,1
0,80610,1
0,63823,1
0,56,1
0,61778,1
0,7908,1
0,155354,1
0,29022,1
0,22880,1
0,160098,1
0,9900,1
0,92516,1
0,1512,1
0,84326,1
0,6504,1
0,61,1
0,368,1
0,149874,1
0,43070,1
0,10614,1
0,14712,1
0,59770,1
0,106218,1
0,61824,1
0,139328,1
0,73110,1
0,10631,1
0,13652,1
0,45451,1
0,20546,1
0,72096,1
0,53998,1
0,28740,1
0,2458,1
0,411,1
0,6556,1
0,12704,1
0,4514,1
0,94278,1
0,2470,1
0,148544,1
0,78250,1
0,117164,1
0,6575,1
0,10672,1
0,67656,1
0,434,1
0,57784,1
0,6586,1
0,20927,1
0,37280,1
0,100802,1
0,152004,1
0,3522,1
0,454,1
0,81996,1
0,458,1
0,177392,1
0,12365,1
0,77560,1
0,468,1
0,22998,1
0,474,1
0,197086,1
0,96308,1
0,480,1
0,33872,1
0,33252,1
0,133542,1
0,6630,1
0,27112,1
0,129514,1
0,82413,1
0,5544,1
0,10740,1
0,137718,1
0,4599,1
0,504,1
0,20988,1
0,155050,1
0,18942,1
0,511,1
0,29184,1
0,72195,1
0,190982,1
0,188510,1
0,148070,1
0,66064,1
0,118872,1
0,25106,1
0,73134,1
0,25110,1
0,38480,1
0,29211,1
0,71896,1
0,12830,1
0,24432,1
0,10788,1
0,16134,1
0,16934,1
0,63580,1
0,37420,1
0,135602,1
0,558,1
0,168495,1
0,16944,1
0,94,1
0,92726,1
0,5556,1
0,66109,1
0,8766,1
0,47680,1
0,16961,1
0,119364,1
0,29254,1
0,36961,1
0,586,1
0,96844,1
0,133218,1
0,13454,1
0,8784,1
0,50616,1
0,68180,1
0,4694,1
0,10840,1
0,98905,1
0,33372,1
0,4538,1
0,23134,1
0,29279,1
0,51812,1
0,14438,1
0,6758,1
0,616,1
0,617,1
0,620,1
0,186990,1
0,3176,1
0,131698,1
0,6772,1
0,15124,1
0,184956,1
0,12926,1
0,160384,1
0,641,1
0,2690,1
0,19076,1
0,2694,1
0,78472,1
0,10890,1
0,122660,1
0,2700,1
0,38338,1
0,4750,1
0,840,1
0,8849,1
0,123542,1
0,153798,1
0,71108,1
0,666,1
0,15004,1
0,195198,1
0,27294,1
0,168610,1
0,176804,1
0,39592,1
0,154282,1
0,111276,1
0,180912,1
0,66226,1
0,41652,1
0,4795,1
0,121532,1
0,43710,1
0,16501,1
0,106272,1
0,109251,1
0,17092,1
0,59169,1
0,4810,1
0,10956,1
0,2766,1
0,15056,1
0,33490,1
0,82336,1
0,62168,1
0,12068,1
0,51930,1
0,23260,1
0,95354,1
0,137950,1
0,194000,1
0,27362,1
0,1148,1
0,107303,1
0,72428,1
0,41710,1
0,18558,1
0,39721,1
0,109306,1
0,29436,1
0,173866,1
0,23294,1
0,13056,1
0,128128,1
0,74498,1
0,191928,1
0,142085,1
0,144513,1
0,175834,1
0,37644,1
0,199440,1
0,33556,1
0,19227,1
0,17180,1
0,21278,1
0,99104,1
0,110384,1
0,84772,1
0,90919,1
0,1500,1
0,121870,1
0,25387,1
0,3890,1
0,92296,1
0,818,1
0,101174,1
0,150194,1
0,20276,1
0,23356,1
0,114826,1
0,129856,1
0,70466,1
0,84803,1
0,84804,1
0,163638,1
0,2888,1
0,846,1
0,60240,1
0,70482,1
0,131780,1
0,853,1
0,195414,1
0,33624,1
0,35674,1
0,119644,1
0,164702,1
0,142480,1
0,197474,1
0,111459,1
0,3558,1
0,7014,1
0,97128,1
0,2921,1
0,47978,1
0,9070,1
0,2927,1
0,881,1
0,15220,1
0,90998,1
0,186956,1
0,15224,1
0,2937,1
0,890,1
0,2942,1
0,27519,1
0,39811,1
0,121732,1
0,102550,1
0,17286,1
0,145764,1
0,105354,1
0,11148,1
0,110402,1
0,64400,1
0,64402,1
0,22944,1
0,105364,1
0,15238,1
0,196420,1
0,2971,1
0,2972,1
0,19358,1
0,29600,1
0,95138,1
0,154494,1
0,19370,1
0,13228,1
0,8008,1
0,33714,1
0,948,1
0,13242,1
0,16202,1
0,960,1
0,1184,1
0,29634,1
0,76740,1
0,91638,1
0,17350,1
0,125900,1
0,28493,1
0,80852,1
0,2894,1
0,109526,1
0,37848,1
0,25564,1
0,5086,1
0,44001,1
0,105445,1
0,5094,1
0,1000,1
0,37872,1
0,1014,1
0,9212,1
0,1194,1
0,15358,1
0,84998,1
0,3079,1
0,66568,1
0,146443,1
0,37901,1
0,52238,1
0,68912,1
0,122582,1
0,29713,1
0,15378,1
0,13332,1
0,11285,1
0,66583,1
0,121880,1
0,78182,1
0,150560,1
0,35482,1
0,23587,1
0,51932,1
0,15878,1
0,83984,1
0,1064,1
0,39977,1
0,15404,1
0,1070,1
0,91184,1
0,1074,1
0,140344,1
0,100404,1
0,138304,1
0,5186,1
0,76868,1
0,40012,1
0,37968,1
0,37972,1
0,98336,1
0,15460,1
0,166758,1
0,13414,1
0,5224,1
0,1135,1
0,66392,1
0,76914,1
0,5242,1
0,54395,1
0,7292,1
0,74878,1
0,17536,1
0,26816,1
0,8726,1
0,68742,1
0,11400,1
0,130188,1
0,5261,1
0,11406,1
0,60560,1
0,40472,1
0,58514,1
0,160916,1
0,132248,1
0,59642,1
0,17562,1
0,24431,1
0,3228,1
0,187930,1
0,1182,1
0,13472,1
0,57200,1
0,1186,1
0,1188,1
0,92358,1
0,60582,1
0,7338,1
0,154796,1
0,73586,1
0,87214,1
0,160968,1
0,69122,1
0,29214,1
0,144244,1
0,38074,1
0,126884,1
0,2250,1
0,107714,1
0,29160,1
0,167110,1
0,19656,1
0,204,1
0,48332,1
0,21386,1
0,138448,1
0,1233,1
0,7378,1
0,1236,1
0,90194,1
0,1238,1
0,55844,1
0,44252,1
0,5342,1
0,152800,1
0,165072,1
0,13538,1
0,34020,1
0,6694,1
0,38120,1
0,175850,1
0,66796,1
0,44242,1
0,13550,1
0,3312,1
0,46040,1
0,36082,1
0,122100,1
0,94078,1
0,5368,1
0,3284,1
0,9466,1
0,64764,1
0,147328,1
0,186610,1
0,42244,1
0,9430,1
0,7430,1
0,23816,1
0,164396,1
0,11530,1
0,11534,1
0,1295,1
0,29968,1
0,43224,1
0,16693,1
0,144942,1
0,5406,1
0,71216,1
0,105764,1
0,1317,1
0,159258,1
0,17704,1
0,15664,1
0,3378,1
0,54580,1
0,1246,1
0,60726,1
0,19767,1
0,23864,1
0,13626,1
0,3978,1
0,180422,1
0,188132,1
0,25922,1
0,186934,1
0,81222,1
0,5451,1
0,105805,1
0,134478,1
0,5455,1
0,116118,1
0,15698,1
0,3412,1
0,185685,1
0,152918,1
0,26946,1
0,9560,1
0,58596,1
0,79194,1
0,30044,1
0,52488,1
0,85344,1
0,105360,1
0,5476,1
0,7531,1
0,2962,1
0,1390,1
0,28016,1
0,75126,1
0,175479,1
0,6730,1
0,105861,1
0,62714,1
0,93578,1
0,25995,1
0,32140,1
0,62026,1
0,3474,1
0,52627,1
0,171413,1
0,30102,1
0,9626,1
0,34207,1
0,54688,1
0,176368,1
0,197830,1
0,17828,1
0,3654,1
0,3496,1
0,13212,1
0,5546,1
0,109996,1
0,37106,1
0,9646,1
0,1460,1
0,29598,1
0,136452,1
0,68176,1
0,9660,1
0,14922,1
0,928,1
0,15002,1
0,83395,1
0,3524,1
0,3526,1
0,26056,1
0,3660,1
0,9674,1
0,38348,1
0,1488,1
0,74588,1
0,1490,1
0,1492,1
0,15829,1
0,5369,1
0,1496,1
0,5593,1
0,48602,1
0,38364,1
0,7418,1
0,32222,1
0,19622,1
0,181728,1
0,1505,1
0,116196,1
0,91622,1
0,7656,1
0,35068,1
0,140780,1
0,110162,1
0,1518,1
0,78680,1
0,24049,1
0,26102,1
0,1538,1
0,3670,1
0,1542,1
0,5640,1
0,103340,1
0,1548,1
0,118712,1
0,36374,1
0,30232,1
0,111876,1
0,17946,1
0,32284,1
0,161812,1
0,67634,1
0,180182,1
0,3626,1
0,15916,1
0,91694,1
0,28208,1
0,6408,1
0,81458,1
0,103006,1
0,34358,1
0,24120,1
0,74676,1
0,199946,1
0,1600,1
0,198212,1
0,3653,1
0,1606,1
0,155208,1
0,1612,1
0,1614,1
0,165455,1
0,18000,1
0,59320,1
0,7762,1
0,185614,1
0,38486,1
0,81498,1
0,190043,1
0,3676,1
0,77406,1
0,150422,1
0,3682,1
0,14950,1
0,99942,1
0,185964,1
0,192577,1
0,50798,1
0,15984,1
0,177786,1
0,87675,1
0,13950,1
0,3712,1
0,8128,1
0,120450,1
0,3716,1
0,130694,1
0,137836,1
0,5058,1
0,56974,1
0,7823,1
0,1680,1
0,32402,1
0,188128,1
0,122518,1
0,1690,1
0,54940,1
0,7838,1
0,5792,1
0,61296,1
0,183972,1
0,38928,1
0,55921,1
0,5800,1
0,44714,1
0,7851,1
0,20140,1
0,71342,1
0,9904,1
0,67250,1
0,165150,1
0,16056,1
0,3770,1
0,149180,1
0,67264,1
0,151236,1
0,184012,1
0,7889,1
0,67534,1
0,5846,1
0,59098,1
0,3806,1
0,1760,1
0,1764,1
0,127270,1
0,145126,1
0,44776,1
0,55018,1
0,67312,1
0,102132,1
0,113278,1
0,5880,1
0,117716,1
0,5882,1
0,38654,1
0,18048,1
0,3844,1
0,25974,1
0,65286,1
0,26376,1
0,114442,1
0,141926,1
0,57958,1
0,153358,1
0,87000,1
0,77586,1
0,69396,1
0,75544,1
0,99536,1
0,77600,1
0,17712,1
0,7972,1
0,96902,1
0,3878,1
0,38697,1
0,65322,1
0,18224,1
0,14130,1
0,14132,1
0,1846,1
0,41052,1
0,1850,1
0,87867,1
0,12092,1
0,137023,1
0,114498,1
0,46916,1
0,147766,1
0,130017,1
0,16200,1
0,151369,1
0,1866,1
0,1335,1
0,3917,1
0,46392,1
0,126804,1
0,125582,1
0,44886,1
0,141147,1
0,180538,1
0,132958,1
0,188389,1
0,32608,1
0,145249,1
0,126950,1
0,20326,1
0,10090,1
0,10156,1
0,3951,1
0,18288,1
0,60392,1
0,24434,1
0,12148,1
0,38773,1
0,3958,1
0,132988,1
0,42878,1
0,92032,1
0,128898,1
0,3972,1
0,28310,1
0,22406,1
0,34696,1
0,22410,1
0,33090,1
0,69518,1
0,122767,1
0,20368,1
0,171924,1
0,46998,1
0,6042,1
0,36506,1
0,24478,1
0,16288,1
0,144368,1
0,6052,1
0,9480,1
0,32683,1
0,96172,1
0,14253,1
0,10158,1
0,185572,1
0,87710,1
0,167862,1
0,4024,1
0,1978,1
0,38846,1
0,1984,1
0,188353,1
0,22466,1
0,14275,1
0,9206,1
0,59335,1
0,30665,1
0,40908,1
0,12238,1
0,102733,1
0,2000,1
0,2006,1
0,100314,1
0,116700,1
0,72968,1
0,20448,1
0,7504,1
0,20450,1
0,161446,1
0,16358,1
0,141846,1
0,148802,1
0,88045,1
0,190606,1
0,76797,1
0,10227,1
0,111758,1
0,40958,1
0,28664,1
0,87380,1
0,96250,1
0,184878,1
0,18428,1
0,100350,1
1,0,1
1,1,1
1,4,1
1,5,1
1,6,1
1,7,1
1,9,1
1,10,1
1,11,1
1,13,1
1,15,1
1,17,1
1,19,1
1,21,1
1,23,1
1,24,1
1,26,1
1,33,1
1,35,1
1,36,1
1,37,1
1,39,1
1,41,1
1,45,1
1,47,1
1,48,1
1,49,1
1,51,1
1,52,1
1,53,1
1,55,1
1,57,1
1,18491,1
1,61,1
1,92223,1
1,65,1
1,67,1
1,68,1
1,69,1
1,72,1
1,73,1
1,75,1
1,76,1
1,78,1
1,71693,1
1,198861,1
1,83,1
1,85,1
1,86,1
1,87,1
1,89,1
1,90,1
1,91,1
1,93,1
1,94,1
1,95,1
1,97,1
1,99,1
1,161897,1
1,2159,1
1,18544,1
1,8306,1
1,84085,1
1,8312,1
1,123009,1
1,71811,1
1,197567,1
1,28807,1
1,139,1
1,137361,1
1,51352,1
1,6511,1
1,47261,1
1,2209,1
1,30884,1
1,106664,1
1,45225,1
1,49323,1
1,6317,1
1,168989,1
1,112817,1
1,16563,1
1,80055,1
1,131257,1
1,7597,1
1,2081,1
1,8395,1
1,16589,1
1,126669,1
1,95617,1
1,41879,1
1,86239,1
1,10467,1
1,25297,1
1,39151,1
1,82161,1
1,49395,1
1,4341,1
1,2294,1
1,170053,1
1,41215,1
1,55552,1
1,2307,1
1,12549,1
1,124289,1
1,8459,1
1,176397,1
1,47149,1
1,57623,1
1,127023,1
1,14633,1
1,12593,1
1,37171,1
1,37183,1
1,53575,1
1,131151,1
1,26955,1
1,41883,1
1,141645,1
1,160079,1
1,90451,1
1,16731,1
1,125279,1
1,59,1
1,141673,1
1,39277,1
1,367,1
1,26999,1
1,45441,1
1,115079,1
1,402,1
1,75843,1
1,37271,1
1,35225,1
1,162207,1
1,106913,1
1,80295,1
1,197605,1
1,22957,1
1,47535,1
1,8625,1
1,182707,1
1,22965,1
1,18872,1
1,166303,1
1,20927,1
1,113015,1
1,129487,1
1,13731,1
1,473,1
1,173357,1
1,79,1
1,23005,1
1,33247,1
1,51681,1
1,4579,1
1,485,1
1,81641,1
1,18920,1
1,33257,1
1,39335,1
1,133619,1
1,31223,1
1,12793,1
1,47611,1
1,119895,1
1,10765,1
1,100781,1
1,37407,1
1,76325,1
1,10790,1
1,6695,1
1,12845,1
1,29235,1
1,158263,1
1,14909,1
1,575,1
1,583,1
1,80462,1
1,90703,1
1,25169,1
1,110691,1
1,2644,1
1,6743,1
1,19039,1
1,37475,1
1,4711,1
1,6779,1
1,637,1
1,641,1
1,12931,1
1,27279,1
1,66192,1
1,19091,1
1,2711,1
1,666,1
1,15019,1
1,129713,1
1,152781,1
1,15029,1
1,64187,1
1,148157,1
1,58485,1
1,12995,1
1,76577,1
1,119499,1
1,47821,1
1,119503,1
1,15057,1
1,70355,1
1,1797,1
1,8920,1
1,35545,1
1,62173,1
1,805,1
1,142051,1
1,6887,1
1,68333,1
1,6895,1
1,92915,1
1,54004,1
1,72437,1
1,21241,1
1,37633,1
1,170761,1
1,2827,1
1,1496,1
1,10713,1
1,17180,1
1,58141,1
1,15136,1
1,103201,1
1,23333,1
1,76583,1
1,19241,1
1,2859,1
1,9008,1
1,66361,1
1,13116,1
1,21311,1
1,56459,1
1,4942,1
1,142477,1
1,72528,1
1,78675,1
1,64340,1
1,148309,1
1,3047,1
1,4951,1
1,1167,1
1,31581,1
1,867,1
1,99179,1
1,76656,1
1,2929,1
1,883,1
1,95093,1
1,41847,1
1,2937,1
1,11415,1
1,13201,1
1,129941,1
1,21853,1
1,78743,1
1,109465,1
1,72603,1
1,183197,1
1,9119,1
1,196455,1
1,183203,1
1,10055,1
1,123826,1
1,33723,1
1,172991,1
1,185281,1
1,43970,1
1,5060,1
1,186547,1
1,29639,1
1,9161,1
1,23499,1
1,21455,1
1,31697,1
1,154582,1
1,107479,1
1,3032,1
1,985,1
1,95201,1
1,130555,1
1,35813,1
1,64487,1
1,1005,1
1,59219,1
1,138229,1
1,141481,1
1,7126,1
1,29689,1
1,185341,1
1,199685,1
1,189446,1
1,3079,1
1,107351,1
1,162829,1
1,5139,1
1,62489,1
1,11293,1
1,11297,1
1,37723,1
1,15397,1
1,74793,1
1,42029,1
1,181085,1
1,5168,1
1,25650,1
1,54323,1
1,17463,1
1,105531,1
1,3135,1
1,27715,1
1,3141,1
1,91623,1
1,183,1
1,107607,1
1,8719,1
1,70749,1
1,46175,1
1,135015,1
1,189553,1
1,17525,1
1,64631,1
1,17531,1
1,136319,1
1,1152,1
1,1157,1
1,189633,1
1,58507,1
1,19597,1
1,81039,1
1,5265,1
1,197779,1
1,40087,1
1,1177,1
1,27805,1
1,40097,1
1,1189,1
1,191655,1
1,103595,1
1,169137,1
1,54451,1
1,16927,1
1,60605,1
1,9409,1
1,66765,1
1,117967,1
1,7378,1
1,70869,1
1,70877,1
1,27870,1
1,11487,1
1,42217,1
1,115949,1
1,1263,1
1,58547,1
1,36091,1
1,21761,1
1,1285,1
1,7431,1
1,75016,1
1,66826,1
1,5677,1
1,152855,1
1,144667,1
1,3357,1
1,11553,1
1,91437,1
1,140591,1
1,11569,1
1,15669,1
1,103741,1
1,13631,1
1,7492,1
1,89421,1
1,18659,1
1,81237,1
1,40283,1
1,46429,1
1,52829,1
1,118111,1
1,162215,1
1,165234,1
1,77175,1
1,154175,1
1,3457,1
1,85379,1
1,91526,1
1,141553,1
1,60815,1
1,60823,1
1,3311,1
1,13211,1
1,7590,1
1,56743,1
1,150952,1
1,1453,1
1,7601,1
1,86259,1
1,2231,1
1,81347,1
1,15817,1
1,161699,1
1,60888,1
1,54745,1
1,161243,1
1,54749,1
1,36773,1
1,33361,1
1,159213,1
1,5623,1
1,127031,1
1,2303,1
1,3583,1
1,3585,1
1,81613,1
1,136709,1
1,6189,1
1,19983,1
1,5649,1
1,71939,1
1,52757,1
1,54806,1
1,99865,1
1,132637,1
1,38583,1
1,65071,1
1,144491,1
1,85561,1
1,7741,1
1,181825,1
1,5700,1
1,17991,1
1,153167,1
1,141923,1
1,7771,1
1,1629,1
1,99259,1
1,26212,1
1,26213,1
1,47719,1
1,61037,1
1,25833,1
1,104061,1
1,114305,1
1,63111,1
1,157975,1
1,3725,1
1,63121,1
1,97940,1
1,3734,1
1,69271,1
1,163483,1
1,16031,1
1,22181,1
1,32425,1
1,26283,1
1,42679,1
1,36541,1
1,7871,1
1,91843,1
1,1733,1
1,32033,1
1,3787,1
1,5837,1
1,171727,1
1,20185,1
1,7899,1
1,162427,1
1,63209,1
1,40573,1
1,489,1
1,159479,1
1,12027,1
1,106245,1
1,23169,1
1,1807,1
1,26385,1
1,199299,1
1,182041,1
1,86737,1
1,5919,1
1,1826,1
1,22497,1
1,10024,1
1,73513,1
1,12075,1
1,16174,1
1,26421,1
1,3897,1
1,75579,1
1,55111,1
1,24399,1
1,147283,1
1,48981,1
1,145245,1
1,4069,1
1,118631,1
1,1897,1
1,1899,1
1,46397,1
1,161659,1
1,16254,1
1,24453,1
1,120711,1
1,46301,1
1,184329,1
1,63381,1
1,1944,1
1,30889,1
1,24475,1
1,20383,1
1,26529,1
1,151391,1
1,26531,1
1,92069,1
1,129351,1
1,34732,1
1,122681,1
1,12207,1
1,196531,1
1,122804,1
1,20407,1
1,55224,1
1,116383,1
1,8127,1
1,2001,1
1,5797,1
1,53217,1
1,8164,1
1,67557,1
1,153575,1
1,16363,1
1,129007,1
1,178167,1
1,14331,1
1,4093,1
2,0,1
2,88064,1
2,5,1
2,6,1
2,8,1
2,10,1
2,12,1
2,14,1
2,15,1
2,16,1
2,19,1
2,20,1
2,22,1
2,24,1
2,26,1
2,28,1
2,30,1
2,31,1
2,4128,1
2,36,1
2,37,1
2,40,1
2,44,1
2,46,1
2,47,1
2,48,1
2,50,1
2,126302,1
2,56,1
2,57,1
2,139322,1
2,30780,1
2,62,1
2,81984,1
2,66,1
2,67,1
2,18500,1
2,70,1
2,71,1
2,72,1
2,74,1
2,76,1
2,78,1
2,80,1
2,81,1
2,83,1
2,84,1
2,86,1
2,49239,1
2,65624,1
2,178532,1
2,47194,1
2,91,1
2,92,1
2,94,1
2,95,1
2,96,1
2,97,1
2,98,1
2,194661,1
2,6248,1
2,109672,1
2,107,1
2,1042,1
2,6258,1
2,198675,1
2,116,1
2,40638,1
2,4214,1
2,26644,1
2,51326,1
2,126998,1
2,84103,1
2,142,1
2,55440,1
2,157720,1
2,61588,1
2,8341,1
2,14486,1
2,4247,1
2,4258,1
2,18600,1
2,188444,1
2,53418,1
2,45228,1
2,43182,1
2,180,1
2,114872,1
2,6332,1
2,20512,1
2,116930,1
2,168132,1
2,13782,1
2,26833,1
2,216,1
2,220,1
2,143581,1
2,20704,1
2,137936,1
2,10468,1
2,135408,1
2,2088,1
2,244,1
2,2294,1
2,254,1
2,259,1
2,176390,1
2,100615,1
2,264,1
2,71958,1
2,39194,1
2,18717,1
2,78110,1
2,164128,1
2,26914,1
2,55588,1
2,12583,1
2,16680,1
2,10539,1
2,10542,1
2,2353,1
2,308,1
2,176450,1
2,328,1
2,65956,1
2,149840,1
2,141650,1
2,78164,1
2,100694,1
2,6488,1
2,65882,1
2,58,1
2,110944,1
2,356,1
2,47462,1
2,137578,1
2,139630,1
2,158066,1
2,133492,1
2,160830,1
2,374,1
2,98682,1
2,10620,1
2,2429,1
2,184704,1
2,64,1
2,386,1
2,2442,1
2,68,1
2,86426,1
2,41374,1
2,10659,1
2,27044,1
2,20902,1
2,84396,1
2,39342,1
2,10672,1
2,121271,1
2,172478,1
2,6592,1
2,111050,1
2,55762,1
2,84436,1
2,41430,1
2,162264,1
2,43428,1
2,129498,1
2,164326,1
2,129513,1
2,115178,1
2,14834,1
2,106238,1
2,88570,1
2,59900,1
2,512,1
2,16899,1
2,98822,1
2,4620,1
2,133645,1
2,88,1
2,33300,1
2,16920,1
2,3846,1
2,25126,1
2,2602,1
2,558,1
2,561,1
2,80438,1
2,8761,1
2,82494,1
2,55874,1
2,2628,1
2,2635,1
2,78420,1
2,49750,1
2,37467,1
2,35423,1
2,8340,1
2,60520,1
2,2676,1
2,6775,1
2,648,1
2,184968,1
2,7960,1
2,4754,1
2,6813,1
2,31390,1
2,84649,1
2,172148,1
2,121290,1
2,703,1
2,708,1
2,6856,1
2,78538,1
2,113360,1
2,58068,1
2,49880,1
2,19164,1
2,13028,1
2,2792,1
2,15084,1
2,4562,1
2,15090,1
2,137971,1
2,56053,1
2,758,1
2,17145,1
2,13050,1
2,25344,1
2,39382,1
2,27398,1
2,31499,1
2,187148,1
2,11022,1
2,62228,1
2,112089,1
2,105246,1
2,74532,1
2,58502,1
2,113446,1
2,105256,1
2,812,1
2,15150,1
2,170802,1
2,29498,1
2,173878,1
2,187873,1
2,41802,1
2,37710,1
2,4944,1
2,4870,1
2,15188,1
2,862,1
2,4961,1
2,17250,1
2,182758,1
2,13158,1
2,147098,1
2,7033,1
2,72572,1
2,8682,1
2,80772,1
2,136075,1
2,187286,1
2,9370,1
2,132000,1
2,31654,1
2,48045,1
2,37808,1
2,33718,1
2,72634,1
2,3003,1
2,41917,1
2,5054,1
2,29631,1
