Source,Target,Weight
0,3072,1
0,90116,1
0,10,1
0,2062,1
0,88,1
0,18,1
0,22,1
0,6684,1
0,30,1
0,137764,1
0,11868,1
0,151566,1
0,44,1
0,46,1
0,177714,1
0,90676,1
0,2398,1
0,54,1
0,56,1
0,58,1
0,4668,1
0,4618,1
0,145470,1
0,68,1
0,72,1
0,74,1
0,76,1
0,80,1
0,14,1
0,86,1
0,57432,1
0,92,1
0,125114,1
0,2144,1
0,98,1
0,10857,1
0,164974,1
0,63088,1
0,63602,1
0,75380,1
0,23230,1
0,22646,1
0,13436,1
0,23168,1
0,166934,1
0,85640,1
0,18058,1
0,113292,1
0,15510,1
0,69788,1
0,71846,1
0,151726,1
0,48926,1
0,111732,1
0,67770,1
0,30398,1
0,46792,1
0,191690,1
0,184017,1
0,102614,1
0,216,1
0,35548,1
0,3295,1
0,57808,1
0,157922,1
0,1768,1
0,97002,1
0,114416,1
0,90870,1
0,142074,1
0,85248,1
0,1920,1
0,9502,1
0,75568,1
0,57638,1
0,47922,1
0,19758,1
0,304,1
0,3378,1
0,44340,1
0,63288,1
0,52,1
0,826,1
0,85820,1
0,51518,1
0,37698,1
0,29508,1
0,103240,1
0,16268,1
0,64332,1
0,112354,1
0,79182,1
0,19532,1
0,154680,1
0,86868,1
0,128346,1
0,28510,1
0,60,1
0,23402,1
0,89452,1
0,120688,1
0,18295,1
0,1408,1
0,7042,1
0,111922,1
0,9100,1
0,186258,1
0,19866,1
0,2970,1
0,169548,1
0,51184,1
0,137122,1
0,7080,1
0,38320,1
0,9650,1
0,64436,1
0,120762,1
0,9660,1
0,61382,1
0,119884,1
0,28624,1
0,58836,1
0,12766,1
0,185826,1
0,198116,1
0,26090,1
0,107502,1
0,2032,1
0,52648,1
0,46068,1
0,25594,1
0,93692,1
1,34575,1
1,100793,1
1,67667,1
1,3,1
1,5,1
1,30197,1
1,2055,1
1,9,1
1,86027,1
1,13,1
1,4153,1
1,15,1
1,4757,1
1,53777,1
1,69138,1
1,19,1
1,35047,1
1,23573,1
1,22,1
1,55897,1
1,10247,1
1,25,1
1,87587,1
1,74267,1
1,70839,1
1,31,1
1,63491,1
1,33,1
1,5155,1
1,101783,1
1,4161,1
1,39,1
1,41,1
1,7,1
1,7213,1
1,133303,1
1,47,1
1,49,1
1,199235,1
1,51,1
1,53,1
1,10761,1
1,41243,1
1,57,1
1,59,1
1,127647,1
1,22589,1
1,2567,1
1,34367,1
1,18497,1
1,13891,1
1,124861,1
1,69,1
1,97,1
1,73,1
1,11851,1
1,111735,1
1,5133,1
1,172547,1
1,81,1
1,297,1
1,83,1
1,63237,1
1,85,1
1,87,1
1,89,1
1,71,1
1,13403,1
1,185137,1
1,95,1
1,19553,1
1,124767,1
1,8379,1
1,46183,1
1,6251,1
1,13377,1
1,123069,1
1,4207,1
1,36466,1
1,129555,1
1,19573,1
1,38007,1
1,107749,1
1,79521,1
1,57279,1
1,21,1
1,149239,1
1,3141,1
1,5247,1
1,191361,1
1,184961,1
1,3203,1
1,161131,1
1,5477,1
1,109751,1
1,52875,1
1,143,1
1,34307,1
1,188561,1
1,9177,1
1,10947,1
1,27285,1
1,5657,1
1,15867,1
1,5785,1
1,6995,1
1,667,1
1,2717,1
1,44741,1
1,51361,1
1,58019,1
1,6821,1
1,177709,1
1,1193,1
1,11381,1
1,25775,1
1,4787,1
1,4789,1
1,58057,1
1,92857,1
1,699,1
1,40125,1
1,49343,1
1,45249,1
1,7363,1
1,21701,1
1,8737,1
1,153279,1
1,47817,1
1,10851,1
1,22731,1
1,8855,1
1,6349,1
1,73165,1
1,92821,1
1,209,1
1,75,1
1,23763,1
1,1237,1
1,21881,1
1,92377,1
1,191677,1
1,1695,1
1,71901,1
1,16323,1
1,1759,1
1,47659,1
